,concept:name,time:timestamp,concept:actor,concept:resource,case:concept:name
0,Activity A,2020-06-19 16:27:46.468000+00:00,Amy,10,200
1,Activity S,2020-06-19 16:29:46.468000+00:00,Carla,60,200
2,Activity C,2020-06-19 16:30:46.468000+00:00,Isabella,20,200
3,Activity T,2020-06-19 16:31:46.468000+00:00,Larry,20,200
4,Activity J,2020-06-19 16:32:46.468000+00:00,Cameron,20,200
5,Activity U,2020-06-19 16:33:46.468000+00:00,Owen,60,200
6,Activity D,2020-06-19 16:34:46.468000+00:00,Kate,60,200
7,Activity V,2020-06-19 16:35:46.468000+00:00,Laura,10,200
8,Activity B,2020-06-19 16:37:46.468000+00:00,Victoria,40,200
9,Activity A,2020-06-19 16:53:29.893000+00:00,Thomas,20,201
10,Activity C,2020-06-19 16:55:29.893000+00:00,Naomi,20,201
11,Activity S,2020-06-19 16:56:29.893000+00:00,Chris,30,201
12,Activity M,2020-06-19 16:57:29.893000+00:00,Rachel,80,201
13,Activity O,2020-06-19 16:58:29.893000+00:00,Matthew,50,201
14,Activity T,2020-06-19 16:59:29.893000+00:00,Larry,20,201
15,Activity U,2020-06-19 17:00:29.893000+00:00,Owen,50,201
16,Activity N,2020-06-19 17:01:29.893000+00:00,Junior,40,201
17,Activity D,2020-06-19 17:02:29.893000+00:00,Kate,20,201
18,Activity V,2020-06-19 17:03:29.893000+00:00,Harper,60,201
19,Activity B,2020-06-19 17:05:29.893000+00:00,Walter,30,201
20,Activity A,2020-06-19 16:56:10.298000+00:00,Gisele,20,202
21,Activity C,2020-06-19 16:58:10.298000+00:00,Dwight,20,202
22,Activity S,2020-06-19 16:59:10.298000+00:00,Robert,60,202
23,Activity K,2020-06-19 17:00:10.298000+00:00,Fred,90,202
24,Activity T,2020-06-19 17:01:10.298000+00:00,Larry,20,202
25,Activity U,2020-06-19 17:02:10.298000+00:00,Owen,20,202
26,Activity L,2020-06-19 17:03:10.298000+00:00,Dwight,40,202
27,Activity D,2020-06-19 17:04:10.298000+00:00,Kate,70,202
28,Activity V,2020-06-19 17:05:10.298000+00:00,Harper,10,202
29,Activity B,2020-06-19 17:07:10.298000+00:00,Walter,40,202
30,Activity A,2020-06-19 17:19:44.364000+00:00,Ryan,20,203
31,Activity S,2020-06-19 17:21:44.364000+00:00,Fadi,90,203
32,Activity T,2020-06-19 17:22:44.364000+00:00,Bruce,20,203
33,Activity U,2020-06-19 17:23:44.364000+00:00,Owen,20,203
34,Activity C,2020-06-19 17:24:44.364000+00:00,Naomi,20,203
35,Activity E,2020-06-19 17:25:44.364000+00:00,Arthur,40,203
36,Activity V,2020-06-19 17:26:44.364000+00:00,Walter,60,203
37,Activity H,2020-06-19 17:28:44.364000+00:00,Ryan,60,203
38,Activity G,2020-06-19 17:29:44.364000+00:00,Vincent,80,203
39,Activity I,2020-06-19 17:30:44.364000+00:00,Ian,30,203
40,Activity F,2020-06-19 17:32:44.364000+00:00,Michelle,90,203
41,Activity D,2020-06-19 17:33:44.364000+00:00,Kate,20,203
42,Activity B,2020-06-19 17:35:44.364000+00:00,Walter,60,203
43,Activity A,2020-06-19 18:33:30.620000+00:00,Amy,20,204
