,concept:name,time:timestamp,case:concept:name
0,A,2019-01-10 08:00:00+00:00,0
1,D,2019-01-10 08:34:20.039000+00:00,0
2,F,2019-01-10 08:58:00.648000+00:00,0
3,E,2019-01-10 09:23:31.774000+00:00,0
4,G,2019-01-10 09:53:47.392000+00:00,0
5,H,2019-01-10 10:22:33.205000+00:00,0
6,A,2019-01-10 12:00:00+00:00,12
7,D,2019-01-10 12:31:01.822000+00:00,12
8,F,2019-01-10 13:04:29.473000+00:00,12
9,E,2019-01-10 13:38:04.182000+00:00,12
10,G,2019-01-10 14:07:54.175000+00:00,12
11,H,2019-01-10 14:37:21.429000+00:00,12
12,A,2019-01-10 13:00:00+00:00,15
13,D,2019-01-10 13:34:14.649000+00:00,15
14,F,2019-01-10 14:05:35.251000+00:00,15
15,E,2019-01-10 14:36:56.339000+00:00,15
16,G,2019-01-10 15:08:49.683000+00:00,15
17,H,2019-01-10 15:34:03.236000+00:00,15
18,A,2019-01-10 15:00:00+00:00,21
19,D,2019-01-10 15:27:17.761000+00:00,21
20,F,2019-01-10 15:57:54.457000+00:00,21
21,E,2019-01-10 16:27:29.456000+00:00,21
22,G,2019-01-10 16:56:20.377000+00:00,21
23,H,2019-01-10 17:24:39.142000+00:00,21
24,A,2019-01-10 15:20:00+00:00,22
25,D,2019-01-10 15:52:05.258000+00:00,22
26,F,2019-01-10 16:23:34.675000+00:00,22
27,E,2019-01-10 16:48:49.158000+00:00,22
28,G,2019-01-10 17:21:36.331000+00:00,22
29,H,2019-01-10 17:47:52.253000+00:00,22
30,A,2019-01-10 08:20:00+00:00,1
31,B,2019-01-10 08:47:04.440000+00:00,1
32,C,2019-01-10 09:19:50.836000+00:00,1
33,A,2019-01-10 09:50:50.483000+00:00,1
34,B,2019-01-10 10:21:34.013000+00:00,1
35,C,2019-01-10 10:51:49.882000+00:00,1
36,A,2019-01-10 11:22:52.248000+00:00,1
37,B,2019-01-10 11:52:49.875000+00:00,1
38,C,2019-01-10 12:19:19.281000+00:00,1
39,A,2019-01-10 12:54:33.751000+00:00,1
40,B,2019-01-10 13:23:29.645000+00:00,1
41,C,2019-01-10 13:48:03.070000+00:00,1
42,A,2019-01-10 14:20:58.347000+00:00,1
43,D,2019-01-10 14:54:09.325000+00:00,1
44,F,2019-01-10 15:24:22.976000+00:00,1
45,E,2019-01-10 15:48:18.675000+00:00,1
46,G,2019-01-10 16:19:26.500000+00:00,1
47,H,2019-01-10 16:46:18.476000+00:00,1
48,A,2019-01-11 11:40:00+00:00,83
49,B,2019-01-11 12:10:55.840000+00:00,83
50,C,2019-01-11 12:42:17.424000+00:00,83
51,A,2019-01-11 13:03:15.209000+00:00,83
52,B,2019-01-11 13:33:44.088000+00:00,83
53,C,2019-01-11 14:04:12.822000+00:00,83
54,A,2019-01-11 14:36:52.329000+00:00,83
55,B,2019-01-11 15:09:07.892000+00:00,83
56,C,2019-01-11 15:40:32.719000+00:00,83
57,A,2019-01-11 16:12:58.668000+00:00,83
58,B,2019-01-11 16:44:44.899000+00:00,83
59,C,2019-01-11 17:18:25.869000+00:00,83
60,A,2019-01-11 17:47:03.371000+00:00,83
61,D,2019-01-11 18:15:31.347000+00:00,83
62,F,2019-01-11 18:45:53.274000+00:00,83
63,E,2019-01-11 19:17:19.332000+00:00,83
64,G,2019-01-11 19:48:02.780000+00:00,83
65,H,2019-01-11 20:17:09.713000+00:00,83
66,A,2019-01-10 08:40:00+00:00,2
67,B,2019-01-10 09:13:53.243000+00:00,2
68,C,2019-01-10 09:41:32.260000+00:00,2
69,A,2019-01-10 10:07:14.733000+00:00,2
70,D,2019-01-10 10:35:45.966000+00:00,2
71,F,2019-01-10 11:10:13.530000+00:00,2
72,E,2019-01-10 11:41:49.118000+00:00,2
73,G,2019-01-10 12:08:30.863000+00:00,2
74,I,2019-01-10 12:35:42.918000+00:00,2
75,J,2019-01-10 13:08:18.412000+00:00,2
