,concept:name,time:timestamp,concept:actor,concept:resource,case:concept:name
0,Activity A,2020-06-19 16:27:46.468000+00:00,Amy,10,200
1,Activity S,2020-06-19 16:29:46.468000+00:00,Carla,60,200
2,Activity C,2020-06-19 16:30:46.468000+00:00,Isabella,20,200
3,Activity T,2020-06-19 16:31:46.468000+00:00,Larry,20,200
4,Activity J,2020-06-19 16:32:46.468000+00:00,Cameron,20,200
5,Activity U,2020-06-19 16:33:46.468000+00:00,Owen,60,200
6,Activity D,2020-06-19 16:34:46.468000+00:00,Kate,60,200
7,Activity V,2020-06-19 16:35:46.468000+00:00,Laura,10,200
8,Activity B,2020-06-19 16:37:46.468000+00:00,Victoria,40,200
9,Activity A,2020-06-19 16:56:10.298000+00:00,Gisele,20,202
10,Activity C,2020-06-19 16:58:10.298000+00:00,Dwight,20,202
11,Activity S,2020-06-19 16:59:10.298000+00:00,Robert,60,202
12,Activity K,2020-06-19 17:00:10.298000+00:00,Fred,90,202
13,Activity T,2020-06-19 17:01:10.298000+00:00,Larry,20,202
14,Activity U,2020-06-19 17:02:10.298000+00:00,Owen,20,202
15,Activity L,2020-06-19 17:03:10.298000+00:00,Dwight,40,202
16,Activity D,2020-06-19 17:04:10.298000+00:00,Kate,70,202
17,Activity V,2020-06-19 17:05:10.298000+00:00,Harper,10,202
18,Activity B,2020-06-19 17:07:10.298000+00:00,Walter,40,202
19,Activity A,2020-06-19 17:19:44.364000+00:00,Ryan,20,203
20,Activity S,2020-06-19 17:21:44.364000+00:00,Fadi,90,203
21,Activity T,2020-06-19 17:22:44.364000+00:00,Bruce,20,203
22,Activity U,2020-06-19 17:23:44.364000+00:00,Owen,20,203
23,Activity C,2020-06-19 17:24:44.364000+00:00,Naomi,20,203
24,Activity E,2020-06-19 17:25:44.364000+00:00,Arthur,40,203
25,Activity V,2020-06-19 17:26:44.364000+00:00,Walter,60,203
26,Activity H,2020-06-19 17:28:44.364000+00:00,Ryan,60,203
27,Activity G,2020-06-19 17:29:44.364000+00:00,Vincent,80,203
28,Activity I,2020-06-19 17:30:44.364000+00:00,Ian,30,203
29,Activity F,2020-06-19 17:32:44.364000+00:00,Michelle,90,203
30,Activity D,2020-06-19 17:33:44.364000+00:00,Kate,20,203
31,Activity B,2020-06-19 17:35:44.364000+00:00,Walter,60,203
32,Activity A,2020-06-24 13:55:41.988000+00:00,Thomas,20,451
33,Activity S,2020-06-24 13:57:41.988000+00:00,Robert,60,451
34,Activity T,2020-06-24 13:58:41.988000+00:00,Bruce,20,451
35,Activity U,2020-06-24 13:59:41.988000+00:00,Oscar,50,451
36,Activity C,2020-06-24 14:00:41.988000+00:00,Kevin,20,451
37,Activity E,2020-06-24 14:01:41.988000+00:00,Uma,40,451
38,Activity V,2020-06-24 14:02:41.988000+00:00,Harper,10,451
39,Activity H,2020-06-24 14:04:41.988000+00:00,Caitlin,50,451
40,Activity G,2020-06-24 14:05:41.988000+00:00,Roy,80,451
41,Activity I,2020-06-24 14:06:41.988000+00:00,Jack,30,451
42,Activity F,2020-06-24 14:08:41.988000+00:00,Michelle,10,451
43,Activity D,2020-06-24 14:09:41.988000+00:00,Kate,20,451
