,concept:name,time:timestamp,concept:actor,concept:resource,case:concept:name
0,Activity A,2020-06-14 23:06:42.120000+00:00,Ryan,20,0
1,Activity C,2020-06-14 23:08:42.120000+00:00,Amy,20,0
2,Activity J,2020-06-14 23:09:42.120000+00:00,Ryan,50,0
3,Activity D,2020-06-14 23:10:42.120000+00:00,Kate,20,0
4,Activity S,2020-06-14 23:11:42.120000+00:00,Chris,60,0
5,Activity T,2020-06-14 23:12:42.120000+00:00,Larry,20,0
6,Activity U,2020-06-14 23:13:42.120000+00:00,Oscar,70,0
7,Activity V,2020-06-14 23:14:42.120000+00:00,Robert,60,0
8,Activity B,2020-06-14 23:16:42.120000+00:00,Victoria,60,0
9,Activity A,2020-06-16 00:09:06.312000+00:00,Amy,10,30
10,Activity C,2020-06-16 00:11:06.312000+00:00,Naomi,20,30
11,Activity J,2020-06-16 00:12:06.312000+00:00,Cameron,50,30
12,Activity D,2020-06-16 00:13:06.312000+00:00,Kate,70,30
13,Activity S,2020-06-16 00:14:06.312000+00:00,Fred,90,30
14,Activity T,2020-06-16 00:15:06.312000+00:00,Larry,20,30
15,Activity U,2020-06-16 00:16:06.312000+00:00,Oscar,20,30
16,Activity V,2020-06-16 00:17:06.312000+00:00,Walter,90,30
17,Activity B,2020-06-16 00:19:06.312000+00:00,Brian,30,30
18,Activity A,2020-06-15 02:17:03.150000+00:00,Thomas,20,4
19,Activity S,2020-06-15 02:19:03.150000+00:00,Carla,60,4
20,Activity T,2020-06-15 02:20:03.150000+00:00,Bruce,20,4
21,Activity U,2020-06-15 02:21:03.150000+00:00,Owen,30,4
22,Activity V,2020-06-15 02:22:03.150000+00:00,Robert,70,4
23,Activity C,2020-06-15 02:23:03.150000+00:00,Kevin,20,4
24,Activity K,2020-06-15 02:24:03.150000+00:00,Fred,90,4
25,Activity L,2020-06-15 02:25:03.150000+00:00,Dwight,80,4
26,Activity D,2020-06-15 02:26:03.150000+00:00,Kate,10,4
27,Activity B,2020-06-15 02:28:03.150000+00:00,Walter,60,4
28,Activity A,2020-06-15 10:25:36.091000+00:00,Thomas,20,11
29,Activity C,2020-06-15 10:27:36.091000+00:00,Dwight,20,11
30,Activity K,2020-06-15 10:28:36.091000+00:00,Fred,90,11
31,Activity L,2020-06-15 10:29:36.091000+00:00,Dwight,30,11
32,Activity D,2020-06-15 10:30:36.091000+00:00,Kate,10,11
33,Activity S,2020-06-15 10:31:36.091000+00:00,Robert,70,11
34,Activity T,2020-06-15 10:32:36.091000+00:00,Bruce,20,11
35,Activity U,2020-06-15 10:33:36.091000+00:00,Oscar,60,11
36,Activity V,2020-06-15 10:34:36.091000+00:00,Robert,70,11
37,Activity B,2020-06-15 10:36:36.091000+00:00,Victoria,30,11
38,Activity A,2020-06-15 13:01:46.128000+00:00,Amy,20,13
39,Activity S,2020-06-15 13:03:46.128000+00:00,Fadi,90,13
40,Activity T,2020-06-15 13:04:46.128000+00:00,Bruce,20,13
41,Activity U,2020-06-15 13:05:46.128000+00:00,Oscar,50,13
42,Activity C,2020-06-15 13:06:46.128000+00:00,Naomi,20,13
43,Activity V,2020-06-15 13:07:46.128000+00:00,Robert,90,13
44,Activity K,2020-06-15 13:08:46.128000+00:00,Fred,90,13
45,Activity L,2020-06-15 13:09:46.128000+00:00,Karl,40,13
46,Activity D,2020-06-15 13:10:46.128000+00:00,Kate,70,13
47,Activity B,2020-06-15 13:12:46.128000+00:00,Victoria,40,13
48,Activity A,2020-06-15 14:29:21.248000+00:00,Ryan,10,14
49,Activity S,2020-06-15 14:31:21.248000+00:00,Fred,30,14
50,Activity C,2020-06-15 14:32:21.248000+00:00,Naomi,20,14
51,Activity M,2020-06-15 14:33:21.248000+00:00,Guy,80,14
52,Activity Q,2020-06-15 14:34:21.248000+00:00,Amy,20,14
53,Activity N,2020-06-15 14:35:21.248000+00:00,Ben,30,14
54,Activity D,2020-06-15 14:36:21.248000+00:00,Kate,70,14
55,Activity T,2020-06-15 14:37:21.248000+00:00,Larry,20,14
56,Activity U,2020-06-15 14:38:21.248000+00:00,Owen,70,14
57,Activity V,2020-06-15 14:39:21.248000+00:00,Laura,90,14
58,Activity B,2020-06-15 14:41:21.248000+00:00,Walter,60,14
59,Activity A,2020-06-15 15:03:20.339000+00:00,Ryan,10,16
60,Activity C,2020-06-15 15:05:20.339000+00:00,Dwight,20,16
61,Activity J,2020-06-15 15:06:20.339000+00:00,Kevin,20,16
62,Activity S,2020-06-15 15:07:20.339000+00:00,Fadi,30,16
63,Activity T,2020-06-15 15:08:20.339000+00:00,Larry,20,16
64,Activity U,2020-06-15 15:09:20.339000+00:00,Owen,20,16
