,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
0,EMPTY,task-35,Resource08,Confirmation of receipt,2010-10-05 11:01:58.437000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
1,Group 1,task-67,Resource08,T06 Determine necessity of stop advice,2010-10-05 11:07:35.391000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
2,Group 1,task-68,Resource08,T10 Determine necessity to stop indication,2010-10-05 11:08:22.858000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
3,EMPTY,task-66,Resource24,T02 Check confirmation of receipt,2010-10-05 13:03:36.552000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
4,Group 1,task-81,Resource08,T03 Adjust confirmation of receipt,2010-10-05 13:22:03.157000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
5,EMPTY,task-84,Resource24,T02 Check confirmation of receipt,2010-10-05 13:26:38.519000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
6,EMPTY,task-86,Resource19,T04 Determine confirmation of receipt,2010-10-06 07:12:49.541000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
7,Group 2,task-96,Resource08,T05 Print and send confirmation of receipt,2010-10-07 13:16:55.755000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
8,Group 1,task-1,Resource21,Confirmation of receipt,2010-10-20 10:56:58.348000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
9,Group 4,task-315,Resource21,T02 Check confirmation of receipt,2010-10-20 10:57:49.263000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
10,Group 3,task-317,Resource21,T04 Determine confirmation of receipt,2010-10-20 10:58:58.565000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
11,Group 2,task-318,Resource21,T05 Print and send confirmation of receipt,2010-10-20 10:59:23.662000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
12,Group 1,task-316,Resource21,T06 Determine necessity of stop advice,2010-10-20 11:02:33.507000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
13,Group 1,task-319,Resource21,T10 Determine necessity to stop indication,2010-11-08 13:07:42.360000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
14,Group 1,task-308,Resource12,Confirmation of receipt,2010-10-22 07:57:23.546000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
15,Group 4,task-382,Resource12,T02 Check confirmation of receipt,2010-10-22 07:57:46.254000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
16,Group 3,task-384,Resource12,T04 Determine confirmation of receipt,2010-10-22 07:58:13.317000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
17,Group 2,task-385,Resource12,T05 Print and send confirmation of receipt,2010-10-22 07:58:35.137000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
18,Group 1,task-383,Resource12,T06 Determine necessity of stop advice,2010-10-22 07:59:04.836000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
19,Group 1,task-386,Resource12,T10 Determine necessity to stop indication,2010-10-22 07:59:36.800000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
20,EMPTY,task-323,Resource08,Confirmation of receipt,2010-10-26 07:18:14.992000+00:00,complete,2010-10-17 23:06:40.020000+00:00,Resource08,2010-12-15 00:06:40.010000+00:00,Experts,,case-3998,2010-12-15 00:06:40+00:00,Internet,2010-12-15 14:27:27.932000+00:00
21,EMPTY,task-491,Resource19,T02 Check confirmation of receipt,2010-10-26 13:51:51.369000+00:00,complete,2010-10-17 23:06:40.020000+00:00,Resource08,2010-12-15 00:06:40.010000+00:00,Experts,,case-3998,2010-12-15 00:06:40+00:00,Internet,2010-12-15 14:27:27.932000+00:00
22,EMPTY,task-513,Resource19,T04 Determine confirmation of receipt,2010-10-28 09:45:05.599000+00:00,complete,2010-10-17 23:06:40.020000+00:00,Resource08,2010-12-15 00:06:40.010000+00:00,Experts,,case-3998,2010-12-15 00:06:40+00:00,Internet,2010-12-15 14:27:27.932000+00:00
23,Group 2,task-544,Resource20,T05 Print and send confirmation of receipt,2010-10-28 11:45:19.365000+00:00,complete,2010-10-17 23:06:40.020000+00:00,Resource08,2010-12-15 00:06:40.010000+00:00,Experts,,case-3998,2010-12-15 00:06:40+00:00,Internet,2010-12-15 14:27:27.932000+00:00
24,Group 1,task-492,Resource08,T06 Determine necessity of stop advice,2010-11-02 13:38:22.827000+00:00,complete,2010-10-17 23:06:40.020000+00:00,Resource08,2010-12-15 00:06:40.010000+00:00,Experts,,case-3998,2010-12-15 00:06:40+00:00,Internet,2010-12-15 14:27:27.932000+00:00
25,Group 1,task-724,Resource08,T10 Determine necessity to stop indication,2010-11-02 13:38:47.479000+00:00,complete,2010-10-17 23:06:40.020000+00:00,Resource08,2010-12-15 00:06:40.010000+00:00,Experts,,case-3998,2010-12-15 00:06:40+00:00,Internet,2010-12-15 14:27:27.932000+00:00
26,EMPTY,task-320,Resource08,Confirmation of receipt,2010-10-26 07:45:05.690000+00:00,complete,2010-10-19 23:06:40.020000+00:00,Resource08,2011-01-05 00:06:40.010000+00:00,Experts,,case-3995,2011-01-05 00:06:40+00:00,Internet,2010-12-28 08:28:09.296000+00:00
27,EMPTY,task-494,Resource19,T02 Check confirmation of receipt,2010-10-26 13:51:10.937000+00:00,complete,2010-10-19 23:06:40.020000+00:00,Resource08,2011-01-05 00:06:40.010000+00:00,Experts,,case-3995,2011-01-05 00:06:40+00:00,Internet,2010-12-28 08:28:09.296000+00:00
