,concept:name,time:timestamp,case:concept:name
0,A,2019-01-13 02:40:00+00:00,200
1,D,2019-01-13 03:13:44.182000+00:00,200
2,F,2019-01-13 03:42:25.123000+00:00,200
3,E,2019-01-13 04:13:01.761000+00:00,200
4,G,2019-01-13 04:44:10.829000+00:00,200
5,I,2019-01-13 05:15:10.744000+00:00,200
6,J,2019-01-13 05:48:53.111000+00:00,200
7,K,2019-01-13 06:17:43.459000+00:00,200
8,M,2019-01-13 06:51:38.977000+00:00,200
9,N,2019-01-13 07:19:26.928000+00:00,200
10,A,2019-01-13 14:20:00+00:00,235
11,D,2019-01-13 14:53:47.106000+00:00,235
12,F,2019-01-13 15:24:59.739000+00:00,235
13,E,2019-01-13 15:57:52.191000+00:00,235
14,G,2019-01-13 16:29:01.626000+00:00,235
15,I,2019-01-13 16:54:29.351000+00:00,235
16,J,2019-01-13 17:23:41.571000+00:00,235
17,K,2019-01-13 17:52:22.161000+00:00,235
18,M,2019-01-13 18:21:29.578000+00:00,235
19,N,2019-01-13 18:50:06.029000+00:00,235
20,A,2019-01-13 03:00:00+00:00,201
21,B,2019-01-13 03:32:30.105000+00:00,201
22,C,2019-01-13 03:58:19.344000+00:00,201
23,A,2019-01-13 04:28:36.454000+00:00,201
24,B,2019-01-13 04:59:49.382000+00:00,201
25,C,2019-01-13 05:29:15.825000+00:00,201
26,A,2019-01-13 06:00:51.734000+00:00,201
27,B,2019-01-13 06:32:47.122000+00:00,201
28,C,2019-01-13 07:01:48.001000+00:00,201
29,A,2019-01-13 07:26:55.045000+00:00,201
30,D,2019-01-13 07:57:14.250000+00:00,201
31,F,2019-01-13 08:26:22.694000+00:00,201
32,E,2019-01-13 09:02:05.329000+00:00,201
33,G,2019-01-13 09:33:19.951000+00:00,201
34,H,2019-01-13 10:05:39.229000+00:00,201
35,A,2019-01-13 08:20:00+00:00,217
36,B,2019-01-13 08:48:17.299000+00:00,217
37,C,2019-01-13 09:19:21.182000+00:00,217
38,A,2019-01-13 09:47:57.518000+00:00,217
39,B,2019-01-13 10:16:21.322000+00:00,217
40,C,2019-01-13 10:44:15.433000+00:00,217
41,A,2019-01-13 11:18:41.286000+00:00,217
42,B,2019-01-13 11:48:25.568000+00:00,217
43,C,2019-01-13 12:16:47.759000+00:00,217
44,A,2019-01-13 12:49:03.605000+00:00,217
45,D,2019-01-13 13:16:58.152000+00:00,217
46,F,2019-01-13 13:46:13.317000+00:00,217
47,E,2019-01-13 14:16:18.214000+00:00,217
48,G,2019-01-13 14:50:30.268000+00:00,217
49,H,2019-01-13 15:19:18.184000+00:00,217
50,A,2019-01-13 03:20:00+00:00,202
51,D,2019-01-13 03:54:41.887000+00:00,202
52,F,2019-01-13 04:20:50.611000+00:00,202
53,E,2019-01-13 04:45:51.407000+00:00,202
54,G,2019-01-13 05:15:23.395000+00:00,202
55,I,2019-01-13 05:43:42.137000+00:00,202
56,J,2019-01-13 06:13:56.076000+00:00,202
57,L,2019-01-13 06:45:05.447000+00:00,202
58,M,2019-01-13 07:15:46.660000+00:00,202
59,O,2019-01-13 07:47:59.234000+00:00,202
60,A,2019-01-13 14:40:00+00:00,236
