,concept:name,time:timestamp,concept:actor,concept:resource,case:concept:name
0,Activity A,2020-06-14 23:06:42.120000+00:00,Ryan,20,0
1,Activity C,2020-06-14 23:08:42.120000+00:00,Amy,20,0
2,Activity J,2020-06-14 23:09:42.120000+00:00,Ryan,50,0
3,Activity D,2020-06-14 23:10:42.120000+00:00,Kate,20,0
4,Activity S,2020-06-14 23:11:42.120000+00:00,Chris,60,0
5,Activity T,2020-06-14 23:12:42.120000+00:00,Larry,20,0
6,Activity U,2020-06-14 23:13:42.120000+00:00,Oscar,70,0
7,Activity V,2020-06-14 23:14:42.120000+00:00,Robert,60,0
8,Activity B,2020-06-14 23:16:42.120000+00:00,Victoria,60,0
9,Activity A,2020-06-16 00:09:06.312000+00:00,Amy,10,30
10,Activity C,2020-06-16 00:11:06.312000+00:00,Naomi,20,30
11,Activity J,2020-06-16 00:12:06.312000+00:00,Cameron,50,30
12,Activity D,2020-06-16 00:13:06.312000+00:00,Kate,70,30
13,Activity S,2020-06-16 00:14:06.312000+00:00,Fred,90,30
14,Activity T,2020-06-16 00:15:06.312000+00:00,Larry,20,30
15,Activity U,2020-06-16 00:16:06.312000+00:00,Oscar,20,30
16,Activity V,2020-06-16 00:17:06.312000+00:00,Walter,90,30
17,Activity B,2020-06-16 00:19:06.312000+00:00,Brian,30,30
18,Activity A,2020-06-15 01:20:44.312000+00:00,Amy,20,2
19,Activity C,2020-06-15 01:22:44.312000+00:00,Dwight,20,2
20,Activity K,2020-06-15 01:23:44.312000+00:00,Fred,90,2
21,Activity S,2020-06-15 01:24:44.312000+00:00,Chris,20,2
22,Activity L,2020-06-15 01:25:44.312000+00:00,Bruce,80,2
23,Activity T,2020-06-15 01:26:44.312000+00:00,Larry,20,2
24,Activity U,2020-06-15 01:27:44.312000+00:00,Oscar,70,2
25,Activity D,2020-06-15 01:28:44.312000+00:00,Kate,60,2
26,Activity V,2020-06-15 01:29:44.312000+00:00,Walter,90,2
27,Activity B,2020-06-15 01:31:44.312000+00:00,Walter,40,2
28,Activity A,2020-06-15 02:17:03.150000+00:00,Thomas,20,4
29,Activity S,2020-06-15 02:19:03.150000+00:00,Carla,60,4
30,Activity T,2020-06-15 02:20:03.150000+00:00,Bruce,20,4
31,Activity U,2020-06-15 02:21:03.150000+00:00,Owen,30,4
32,Activity V,2020-06-15 02:22:03.150000+00:00,Robert,70,4
33,Activity C,2020-06-15 02:23:03.150000+00:00,Kevin,20,4
34,Activity K,2020-06-15 02:24:03.150000+00:00,Fred,90,4
35,Activity L,2020-06-15 02:25:03.150000+00:00,Dwight,80,4
36,Activity D,2020-06-15 02:26:03.150000+00:00,Kate,10,4
37,Activity B,2020-06-15 02:28:03.150000+00:00,Walter,60,4
38,Activity A,2020-06-15 15:48:44.787000+00:00,Gisele,20,18
39,Activity S,2020-06-15 15:50:44.787000+00:00,Naomi,90,18
40,Activity T,2020-06-15 15:51:44.787000+00:00,Larry,20,18
41,Activity U,2020-06-15 15:52:44.787000+00:00,Owen,60,18
42,Activity V,2020-06-15 15:53:44.787000+00:00,Robert,90,18
43,Activity C,2020-06-15 15:54:44.787000+00:00,Naomi,20,18
44,Activity K,2020-06-15 15:55:44.787000+00:00,Fred,90,18
45,Activity L,2020-06-15 15:56:44.787000+00:00,Bruce,10,18
46,Activity D,2020-06-15 15:57:44.787000+00:00,Kate,20,18
47,Activity B,2020-06-15 15:59:44.787000+00:00,Walter,40,18
48,Activity A,2020-06-15 10:25:36.091000+00:00,Thomas,20,11
49,Activity C,2020-06-15 10:27:36.091000+00:00,Dwight,20,11
50,Activity K,2020-06-15 10:28:36.091000+00:00,Fred,90,11
51,Activity L,2020-06-15 10:29:36.091000+00:00,Dwight,30,11
52,Activity D,2020-06-15 10:30:36.091000+00:00,Kate,10,11
53,Activity S,2020-06-15 10:31:36.091000+00:00,Robert,70,11
54,Activity T,2020-06-15 10:32:36.091000+00:00,Bruce,20,11
55,Activity U,2020-06-15 10:33:36.091000+00:00,Oscar,60,11
56,Activity V,2020-06-15 10:34:36.091000+00:00,Robert,70,11
57,Activity B,2020-06-15 10:36:36.091000+00:00,Victoria,30,11
58,Activity A,2020-06-15 17:46:00.108000+00:00,Gisele,20,22
59,Activity C,2020-06-15 17:48:00.108000+00:00,Amy,20,22
60,Activity K,2020-06-15 17:49:00.108000+00:00,Fred,90,22
61,Activity L,2020-06-15 17:50:00.108000+00:00,Dwight,40,22
62,Activity D,2020-06-15 17:51:00.108000+00:00,Kate,20,22
63,Activity S,2020-06-15 17:52:00.108000+00:00,Robert,30,22
64,Activity T,2020-06-15 17:53:00.108000+00:00,Bruce,20,22
