,concept:name,time:timestamp,concept:actor,concept:resource,case:concept:name
0,Activity A,2020-06-19 17:19:44.364000+00:00,Ryan,20,203
1,Activity S,2020-06-19 17:21:44.364000+00:00,Fadi,90,203
2,Activity T,2020-06-19 17:22:44.364000+00:00,Bruce,20,203
3,Activity U,2020-06-19 17:23:44.364000+00:00,Owen,20,203
4,Activity C,2020-06-19 17:24:44.364000+00:00,Naomi,20,203
5,Activity E,2020-06-19 17:25:44.364000+00:00,Arthur,40,203
6,Activity V,2020-06-19 17:26:44.364000+00:00,Walter,60,203
7,Activity H,2020-06-19 17:28:44.364000+00:00,Ryan,60,203
8,Activity G,2020-06-19 17:29:44.364000+00:00,Vincent,80,203
9,Activity I,2020-06-19 17:30:44.364000+00:00,Ian,30,203
10,Activity F,2020-06-19 17:32:44.364000+00:00,Michelle,90,203
11,Activity D,2020-06-19 17:33:44.364000+00:00,Kate,20,203
12,Activity B,2020-06-19 17:35:44.364000+00:00,Walter,60,203
13,Activity A,2020-06-19 18:33:30.620000+00:00,Amy,20,204
14,Activity C,2020-06-19 18:35:30.620000+00:00,Kevin,20,204
15,Activity S,2020-06-19 18:36:30.620000+00:00,Fadi,20,204
16,Activity J,2020-06-19 18:37:30.620000+00:00,Kevin,50,204
17,Activity D,2020-06-19 18:38:30.620000+00:00,Kate,10,204
18,Activity T,2020-06-19 18:39:30.620000+00:00,Bruce,20,204
19,Activity U,2020-06-19 18:40:30.620000+00:00,Owen,60,204
20,Activity V,2020-06-19 18:41:30.620000+00:00,Robert,40,204
21,Activity B,2020-06-19 18:43:30.620000+00:00,Walter,30,204
22,Activity A,2020-06-19 19:34:03.863000+00:00,Ryan,20,209
23,Activity C,2020-06-19 19:36:03.863000+00:00,Naomi,20,209
24,Activity J,2020-06-19 19:37:03.863000+00:00,Cameron,50,209
25,Activity D,2020-06-19 19:38:03.863000+00:00,Kate,10,209
26,Activity S,2020-06-19 19:39:03.863000+00:00,Robert,30,209
27,Activity T,2020-06-19 19:40:03.863000+00:00,Bruce,20,209
28,Activity U,2020-06-19 19:41:03.863000+00:00,Owen,70,209
29,Activity V,2020-06-19 19:42:03.863000+00:00,Robert,40,209
30,Activity B,2020-06-19 19:44:03.863000+00:00,Victoria,40,209
31,Activity A,2020-06-20 07:22:02.016000+00:00,Gisele,10,240
32,Activity C,2020-06-20 07:24:02.016000+00:00,Naomi,20,240
33,Activity J,2020-06-20 07:25:02.016000+00:00,Rachel,50,240
34,Activity D,2020-06-20 07:26:02.016000+00:00,Kate,10,240
35,Activity S,2020-06-20 07:27:02.016000+00:00,Robert,20,240
36,Activity T,2020-06-20 07:28:02.016000+00:00,Bruce,20,240
37,Activity U,2020-06-20 07:29:02.016000+00:00,Owen,50,240
38,Activity V,2020-06-20 07:30:02.016000+00:00,Walter,90,240
39,Activity B,2020-06-20 07:32:02.016000+00:00,Victoria,40,240
40,Activity A,2020-06-19 23:12:02.766000+00:00,Amy,10,216
41,Activity S,2020-06-19 23:14:02.766000+00:00,Chris,70,216
42,Activity T,2020-06-19 23:15:02.766000+00:00,Bruce,20,216
43,Activity U,2020-06-19 23:16:02.766000+00:00,Owen,50,216
44,Activity C,2020-06-19 23:17:02.766000+00:00,Isabella,20,216
45,Activity V,2020-06-19 23:18:02.766000+00:00,Robert,40,216
46,Activity K,2020-06-19 23:19:02.766000+00:00,Fred,90,216
47,Activity L,2020-06-19 23:20:02.766000+00:00,Bruce,30,216
48,Activity D,2020-06-19 23:21:02.766000+00:00,Kate,10,216
49,Activity B,2020-06-19 23:23:02.766000+00:00,Fred,60,216
50,Activity A,2020-06-19 23:19:42.926000+00:00,Ryan,10,217
51,Activity S,2020-06-19 23:21:42.926000+00:00,Fadi,90,217
52,Activity T,2020-06-19 23:22:42.926000+00:00,Bruce,20,217
53,Activity C,2020-06-19 23:23:42.926000+00:00,Dwight,20,217
54,Activity U,2020-06-19 23:24:42.926000+00:00,Oscar,60,217
55,Activity J,2020-06-19 23:25:42.926000+00:00,Cameron,20,217
56,Activity V,2020-06-19 23:26:42.926000+00:00,Harper,80,217
57,Activity D,2020-06-19 23:27:42.926000+00:00,Kate,60,217
58,Activity B,2020-06-19 23:29:42.926000+00:00,Fred,60,217
59,Activity A,2020-06-19 23:59:52.707000+00:00,Anna,20,220
60,Activity S,2020-06-20 00:01:52.707000+00:00,Carla,70,220
61,Activity C,2020-06-20 00:02:52.707000+00:00,Naomi,20,220
62,Activity J,2020-06-20 00:03:52.707000+00:00,Cameron,50,220
63,Activity D,2020-06-20 00:04:52.707000+00:00,Kate,20,220
64,Activity T,2020-06-20 00:05:52.707000+00:00,Bruce,20,220
65,Activity U,2020-06-20 00:06:52.707000+00:00,Owen,30,220
66,Activity V,2020-06-20 00:07:52.707000+00:00,Laura,70,220
67,Activity B,2020-06-20 00:09:52.707000+00:00,Victoria,60,220
68,Activity A,2020-06-20 00:57:54.527000+00:00,Gisele,20,222
69,Activity S,2020-06-20 00:59:54.527000+00:00,Robert,60,222
70,Activity T,2020-06-20 01:00:54.527000+00:00,Larry,20,222
71,Activity C,2020-06-20 01:01:54.527000+00:00,Amy,20,222
72,Activity J,2020-06-20 01:02:54.527000+00:00,Kevin,50,222
73,Activity U,2020-06-20 01:03:54.527000+00:00,Owen,30,222
74,Activity V,2020-06-20 01:04:54.527000+00:00,Robert,70,222
75,Activity D,2020-06-20 01:05:54.527000+00:00,Kate,70,222
76,Activity B,2020-06-20 01:07:54.527000+00:00,Victoria,60,222
77,Activity A,2020-06-20 01:24:06.232000+00:00,Gisele,20,223
78,Activity S,2020-06-20 01:26:06.232000+00:00,Chris,20,223
