,org:group,resource country,organization country,org:resource,organization involved,org:role,concept:name,impact,product,lifecycle:transition,time:timestamp,case:concept:name
0,Org line A2,INDIA,se,Minnie,J11 2nd,A2_2,Queued,High,PROD191,Awaiting Assignment,2006-01-11 14:49:42+00:00,1-109135791
1,Org line A2,INDIA,se,Minnie,J11 2nd,A2_2,Accepted,High,PROD191,In Progress,2012-03-15 10:53:52+00:00,1-109135791
2,Org line A2,INDIA,se,Minnie,J11 2nd,A2_2,Accepted,High,PROD191,Assigned,2012-03-15 10:56:17+00:00,1-109135791
3,Org line A2,INDIA,se,Minnie,J11 2nd,A2_2,Accepted,High,PROD191,In Progress,2012-03-15 11:09:05+00:00,1-109135791
4,Org line A2,INDIA,se,Minnie,J11 2nd,A2_2,Completed,High,PROD191,Closed,2012-03-15 11:11:33+00:00,1-109135791
5,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress,2006-11-07 09:00:36+00:00,1-147898401
6,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress,2006-11-07 12:05:44+00:00,1-147898401
7,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Medium,PROD753,Wait,2009-12-02 13:24:32+00:00,1-147898401
8,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress,2011-09-03 05:09:09+00:00,1-147898401
9,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress,2012-01-20 09:23:24+00:00,1-147898401
10,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Completed,Medium,PROD753,Closed,2012-01-20 09:23:27+00:00,1-147898401
11,Org line A2,Sweden,se,Roger,G357 2nd,A2_2,Accepted,Medium,PROD46,In Progress,2010-01-25 08:19:08+00:00,1-347923966
12,Org line A2,Sweden,se,Roger,G357 2nd,A2_2,Accepted,Medium,PROD46,Assigned,2010-02-08 10:41:12+00:00,1-347923966
13,Org line A2,Sweden,se,Roger,G357 2nd,A2_2,Accepted,Medium,PROD46,In Progress,2010-03-03 14:54:09+00:00,1-347923966
14,Org line A2,POLAND,se,Barbara,G357 2nd,A2_2,Accepted,Medium,PROD46,Assigned,2010-03-03 14:54:25+00:00,1-347923966
15,Org line A2,POLAND,se,Barbara,G357 2nd,A2_2,Accepted,Medium,PROD46,In Progress,2012-03-28 12:39:46+00:00,1-347923966
16,Org line A2,POLAND,se,Barbara,G357 2nd,A2_2,Completed,Medium,PROD46,Closed,2012-03-28 12:39:49+00:00,1-347923966
17,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-04-27 14:40:49+00:00,1-369989135
18,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-04-27 14:43:59+00:00,1-369989135
19,Org line G3,Sweden,us,Naga,G199 3rd,,Accepted,Medium,PROD97,In Progress,2010-04-29 13:15:14+00:00,1-369989135
20,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2010-04-29 13:18:16+00:00,1-369989135
21,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-02-02 20:53:09+00:00,1-369989135
22,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-02-02 21:08:20+00:00,1-369989135
23,Org line A2,Sweden,se,Carin,G349 3rd,A2_3,Accepted,Low,PROD93,In Progress,2010-09-28 14:22:31+00:00,1-405112616
24,Org line A2,Sweden,se,Carin,G349 3rd,A2_3,Accepted,Low,PROD93,Assigned,2010-09-28 14:26:58+00:00,1-405112616
25,Org line A2,Sweden,se,Lennart,G349 3rd,A2_3,Accepted,Low,PROD93,Assigned,2011-12-11 19:57:51+00:00,1-405112616
26,Org line A2,Sweden,se,Ann,G349 3rd,A2_3,Accepted,Low,PROD93,In Progress,2012-03-30 12:42:05+00:00,1-405112616
27,Org line A2,Sweden,se,Ann,G349 3rd,A2_3,Accepted,Low,PROD93,Wait,2012-03-30 12:42:14+00:00,1-405112616
28,Org line A2,Sweden,se,Ann,G349 3rd,A2_3,Completed,Low,PROD93,Closed,2012-05-28 08:33:05+00:00,1-405112616
29,Org line A2,Sweden,se,Fredrik,S35 2nd,A2_3,Accepted,Medium,PROD368,In Progress,2011-01-03 11:13:54+00:00,1-434892089
30,Org line A2,Sweden,se,Fredrik,S35 2nd,A2_3,Accepted,Medium,PROD368,Wait,2011-01-03 11:18:45+00:00,1-434892089
31,Org line A2,Sweden,se,Fredrik,S35 2nd,A2_3,Accepted,Medium,PROD368,In Progress,2011-06-27 10:32:42+00:00,1-434892089
32,Org line A2,Sweden,se,Fredrik,S35 2nd,A2_3,Accepted,Medium,PROD368,Wait,2011-06-27 10:32:59+00:00,1-434892089
33,Org line A2,Sweden,se,Fredrik,S35 2nd,A2_3,Accepted,Medium,PROD368,Wait,2011-06-27 10:34:53+00:00,1-434892089
34,Org line A2,Sweden,se,Fredrik,S35 2nd,A2_3,Completed,Medium,PROD368,Closed,2012-01-12 12:31:37+00:00,1-434892089
35,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress,2007-03-20 08:06:25+00:00,1-165554831
36,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Medium,PROD753,Wait,2009-12-02 13:24:31+00:00,1-165554831
37,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress,2011-09-03 05:10:53+00:00,1-165554831
38,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress,2012-01-18 07:52:41+00:00,1-165554831
39,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Completed,Medium,PROD753,Closed,2012-01-18 07:52:43+00:00,1-165554831
40,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Low,PROD753,In Progress,2007-05-10 14:21:54+00:00,1-172473423
41,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Low,PROD753,Wait,2009-12-02 13:24:33+00:00,1-172473423
42,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,Low,PROD753,In Progress,2011-09-03 05:10:59+00:00,1-172473423
43,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Accepted,Low,PROD753,In Progress,2012-01-18 07:20:53+00:00,1-172473423
44,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Completed,Low,PROD753,Closed,2012-01-18 07:21:10+00:00,1-172473423
