,concept:name,time:timestamp,concept:actor,concept:resource,case:concept:name
0,Activity A,2020-06-19 17:19:44.364000+00:00,Ryan,20,203
1,Activity S,2020-06-19 17:21:44.364000+00:00,Fadi,90,203
2,Activity T,2020-06-19 17:22:44.364000+00:00,Bruce,20,203
3,Activity U,2020-06-19 17:23:44.364000+00:00,Owen,20,203
4,Activity C,2020-06-19 17:24:44.364000+00:00,Naomi,20,203
5,Activity E,2020-06-19 17:25:44.364000+00:00,Arthur,40,203
6,Activity V,2020-06-19 17:26:44.364000+00:00,Walter,60,203
7,Activity H,2020-06-19 17:28:44.364000+00:00,Ryan,60,203
8,Activity G,2020-06-19 17:29:44.364000+00:00,Vincent,80,203
9,Activity I,2020-06-19 17:30:44.364000+00:00,Ian,30,203
10,Activity F,2020-06-19 17:32:44.364000+00:00,Michelle,90,203
11,Activity D,2020-06-19 17:33:44.364000+00:00,Kate,20,203
12,Activity B,2020-06-19 17:35:44.364000+00:00,Walter,60,203
13,Activity A,2020-06-19 18:33:30.620000+00:00,Amy,20,204
14,Activity C,2020-06-19 18:35:30.620000+00:00,Kevin,20,204
15,Activity S,2020-06-19 18:36:30.620000+00:00,Fadi,20,204
16,Activity J,2020-06-19 18:37:30.620000+00:00,Kevin,50,204
17,Activity D,2020-06-19 18:38:30.620000+00:00,Kate,10,204
18,Activity T,2020-06-19 18:39:30.620000+00:00,Bruce,20,204
19,Activity U,2020-06-19 18:40:30.620000+00:00,Owen,60,204
20,Activity V,2020-06-19 18:41:30.620000+00:00,Robert,40,204
21,Activity B,2020-06-19 18:43:30.620000+00:00,Walter,30,204
22,Activity A,2020-06-21 04:40:11.738000+00:00,Thomas,10,283
23,Activity C,2020-06-21 04:42:11.738000+00:00,Naomi,20,283
24,Activity S,2020-06-21 04:43:11.738000+00:00,Naomi,90,283
25,Activity J,2020-06-21 04:44:11.738000+00:00,Ryan,20,283
26,Activity D,2020-06-21 04:45:11.738000+00:00,Kate,20,283
27,Activity T,2020-06-21 04:46:11.738000+00:00,Larry,20,283
28,Activity U,2020-06-21 04:47:11.738000+00:00,Owen,70,283
29,Activity V,2020-06-21 04:48:11.738000+00:00,Laura,90,283
30,Activity B,2020-06-21 04:50:11.738000+00:00,Victoria,60,283
31,Activity A,2020-06-19 19:34:03.863000+00:00,Ryan,20,209
32,Activity C,2020-06-19 19:36:03.863000+00:00,Naomi,20,209
33,Activity J,2020-06-19 19:37:03.863000+00:00,Cameron,50,209
34,Activity D,2020-06-19 19:38:03.863000+00:00,Kate,10,209
35,Activity S,2020-06-19 19:39:03.863000+00:00,Robert,30,209
36,Activity T,2020-06-19 19:40:03.863000+00:00,Bruce,20,209
37,Activity U,2020-06-19 19:41:03.863000+00:00,Owen,70,209
38,Activity V,2020-06-19 19:42:03.863000+00:00,Robert,40,209
39,Activity B,2020-06-19 19:44:03.863000+00:00,Victoria,40,209
40,Activity A,2020-06-20 07:22:02.016000+00:00,Gisele,10,240
41,Activity C,2020-06-20 07:24:02.016000+00:00,Naomi,20,240
42,Activity J,2020-06-20 07:25:02.016000+00:00,Rachel,50,240
43,Activity D,2020-06-20 07:26:02.016000+00:00,Kate,10,240
44,Activity S,2020-06-20 07:27:02.016000+00:00,Robert,20,240
45,Activity T,2020-06-20 07:28:02.016000+00:00,Bruce,20,240
46,Activity U,2020-06-20 07:29:02.016000+00:00,Owen,50,240
47,Activity V,2020-06-20 07:30:02.016000+00:00,Walter,90,240
48,Activity B,2020-06-20 07:32:02.016000+00:00,Victoria,40,240
49,Activity A,2020-06-19 19:54:17.657000+00:00,Gisele,10,211
50,Activity S,2020-06-19 19:56:17.657000+00:00,Carla,70,211
51,Activity C,2020-06-19 19:57:17.657000+00:00,Isabella,20,211
52,Activity K,2020-06-19 19:58:17.657000+00:00,Fred,90,211
53,Activity T,2020-06-19 19:59:17.657000+00:00,Bruce,20,211
54,Activity U,2020-06-19 20:00:17.657000+00:00,Oscar,20,211
55,Activity L,2020-06-19 20:01:17.657000+00:00,Fred,10,211
56,Activity V,2020-06-19 20:02:17.657000+00:00,Laura,70,211
57,Activity D,2020-06-19 20:03:17.657000+00:00,Kate,70,211
58,Activity B,2020-06-19 20:05:17.657000+00:00,Victoria,60,211
59,Activity A,2020-06-19 20:15:13.713000+00:00,Anna,20,213
60,Activity C,2020-06-19 20:17:13.713000+00:00,Isabella,20,213
61,Activity M,2020-06-19 20:18:13.713000+00:00,Malcolm,80,213
62,Activity Q,2020-06-19 20:19:13.713000+00:00,Teri,20,213
63,Activity N,2020-06-19 20:20:13.713000+00:00,Ben,30,213
64,Activity S,2020-06-19 20:21:13.713000+00:00,Carla,90,213
65,Activity T,2020-06-19 20:22:13.713000+00:00,Larry,20,213
66,Activity D,2020-06-19 20:23:13.713000+00:00,Kate,10,213
67,Activity U,2020-06-19 20:24:13.713000+00:00,Owen,70,213
68,Activity V,2020-06-19 20:25:13.713000+00:00,Harper,10,213
69,Activity B,2020-06-19 20:27:13.713000+00:00,Walter,30,213
70,Activity A,2020-06-19 23:12:02.766000+00:00,Amy,10,216
71,Activity S,2020-06-19 23:14:02.766000+00:00,Chris,70,216
72,Activity T,2020-06-19 23:15:02.766000+00:00,Bruce,20,216
73,Activity U,2020-06-19 23:16:02.766000+00:00,Owen,50,216
74,Activity C,2020-06-19 23:17:02.766000+00:00,Isabella,20,216
75,Activity V,2020-06-19 23:18:02.766000+00:00,Robert,40,216
76,Activity K,2020-06-19 23:19:02.766000+00:00,Fred,90,216
77,Activity L,2020-06-19 23:20:02.766000+00:00,Bruce,30,216
78,Activity D,2020-06-19 23:21:02.766000+00:00,Kate,10,216
