,concept:name,time:timestamp,concept:actor,concept:resource,case:concept:name
0,Activity A,2020-06-19 16:27:46.468000+00:00,Amy,10,200
1,Activity S,2020-06-19 16:29:46.468000+00:00,Carla,60,200
2,Activity C,2020-06-19 16:30:46.468000+00:00,Isabella,20,200
3,Activity T,2020-06-19 16:31:46.468000+00:00,Larry,20,200
4,Activity J,2020-06-19 16:32:46.468000+00:00,Cameron,20,200
5,Activity U,2020-06-19 16:33:46.468000+00:00,Owen,60,200
6,Activity D,2020-06-19 16:34:46.468000+00:00,Kate,60,200
7,Activity V,2020-06-19 16:35:46.468000+00:00,Laura,10,200
8,Activity B,2020-06-19 16:37:46.468000+00:00,Victoria,40,200
9,Activity A,2020-06-19 16:56:10.298000+00:00,Gisele,20,202
10,Activity C,2020-06-19 16:58:10.298000+00:00,Dwight,20,202
11,Activity S,2020-06-19 16:59:10.298000+00:00,Robert,60,202
12,Activity K,2020-06-19 17:00:10.298000+00:00,Fred,90,202
13,Activity T,2020-06-19 17:01:10.298000+00:00,Larry,20,202
14,Activity U,2020-06-19 17:02:10.298000+00:00,Owen,20,202
15,Activity L,2020-06-19 17:03:10.298000+00:00,Dwight,40,202
16,Activity D,2020-06-19 17:04:10.298000+00:00,Kate,70,202
17,Activity V,2020-06-19 17:05:10.298000+00:00,Harper,10,202
18,Activity B,2020-06-19 17:07:10.298000+00:00,Walter,40,202
19,Activity A,2020-06-19 17:19:44.364000+00:00,Ryan,20,203
20,Activity S,2020-06-19 17:21:44.364000+00:00,Fadi,90,203
21,Activity T,2020-06-19 17:22:44.364000+00:00,Bruce,20,203
22,Activity U,2020-06-19 17:23:44.364000+00:00,Owen,20,203
23,Activity C,2020-06-19 17:24:44.364000+00:00,Naomi,20,203
24,Activity E,2020-06-19 17:25:44.364000+00:00,Arthur,40,203
25,Activity V,2020-06-19 17:26:44.364000+00:00,Walter,60,203
26,Activity H,2020-06-19 17:28:44.364000+00:00,Ryan,60,203
27,Activity G,2020-06-19 17:29:44.364000+00:00,Vincent,80,203
28,Activity I,2020-06-19 17:30:44.364000+00:00,Ian,30,203
29,Activity F,2020-06-19 17:32:44.364000+00:00,Michelle,90,203
30,Activity D,2020-06-19 17:33:44.364000+00:00,Kate,20,203
31,Activity B,2020-06-19 17:35:44.364000+00:00,Walter,60,203
32,Activity A,2020-06-19 18:33:30.620000+00:00,Amy,20,204
33,Activity C,2020-06-19 18:35:30.620000+00:00,Kevin,20,204
34,Activity S,2020-06-19 18:36:30.620000+00:00,Fadi,20,204
35,Activity J,2020-06-19 18:37:30.620000+00:00,Kevin,50,204
36,Activity D,2020-06-19 18:38:30.620000+00:00,Kate,10,204
37,Activity T,2020-06-19 18:39:30.620000+00:00,Bruce,20,204
38,Activity U,2020-06-19 18:40:30.620000+00:00,Owen,60,204
39,Activity V,2020-06-19 18:41:30.620000+00:00,Robert,40,204
40,Activity B,2020-06-19 18:43:30.620000+00:00,Walter,30,204
41,Activity A,2020-06-21 04:40:11.738000+00:00,Thomas,10,283
42,Activity C,2020-06-21 04:42:11.738000+00:00,Naomi,20,283
43,Activity S,2020-06-21 04:43:11.738000+00:00,Naomi,90,283
